image_name,M1_tx_mm,M1_ty_mm,M1_tz_mm,M2_tx_mm,M2_ty_mm,M2_tz_mm,tx_rel_mm,ty_rel_mm,tz_rel_mm,distance_mm,error_mm,qx_rel,qy_rel,qz_rel,qw_rel,elapsed_time_s
Basler_acA2040-35gm__23324651__20250619_163457187_0028.tiff,-125.559,107.906,997.368,-23.4649,9.73297,1002.09,-100.547,99.6725,-6.25926,141.716,0.29455,-0.999976,-0.00505104,0.00442429,-0.00189946,0.0982047
Basler_acA2040-35gm__23324651__20250619_163457187_0029.tiff,-125.559,107.906,997.368,-23.4649,9.73297,1002.09,-100.547,99.6725,-6.25926,141.716,0.29455,-0.999976,-0.00505104,0.00442429,-0.00189946,0.072658
Basler_acA2040-35gm__23324651__20250619_163457187_0030.tiff,-125.548,107.897,997.351,-23.4533,9.726,1002.03,-100.552,99.6517,-6.4377,141.713,0.291903,-0.999979,-0.0042745,0.00441891,-0.0019375,0.0703197
Basler_acA2040-35gm__23324651__20250619_163457187_0031.tiff,-125.536,107.889,997.312,-23.4497,9.72507,1002.06,-100.541,99.6634,-6.24214,141.705,0.283798,-0.999978,-0.00480587,0.00406456,-0.00189923,0.0709528
Basler_acA2040-35gm__23324651__20250619_163457187_0032.tiff,-125.536,107.889,997.312,-23.4497,9.72507,1002.06,-100.541,99.6634,-6.24214,141.705,0.283798,-0.999978,-0.00480587,0.00406456,-0.00189923,0.0671864
Basler_acA2040-35gm__23324651__20250619_163457187_0033.tiff,-125.564,107.902,997.359,-23.47,9.73121,1002.08,-100.552,99.666,-6.24812,141.714,0.293131,-0.999976,-0.00507128,0.00435734,-0.00192175,0.0673898
Basler_acA2040-35gm__23324651__20250619_163457187_0034.tiff,-125.555,107.898,997.259,-23.4721,9.73663,1002.06,-100.547,99.6573,-6.19898,141.703,0.281392,-0.999978,-0.0047478,0.00427815,-0.00193307,0.0705802
Basler_acA2040-35gm__23324651__20250619_163457187_0035.tiff,-125.558,107.905,997.312,-23.4736,9.73724,1002.11,-100.545,99.6624,-6.27105,141.708,0.286576,-0.999977,-0.00457086,0.00455422,-0.00192826,0.070245
Basler_acA2040-35gm__23324651__20250619_163457187_0036.tiff,-125.558,107.905,997.312,-23.4736,9.73724,1002.11,-100.545,99.6624,-6.27105,141.708,0.286576,-0.999977,-0.00457086,0.00455422,-0.00192826,0.0742283
Basler_acA2040-35gm__23324651__20250619_163457187_0037.tiff,-125.556,107.898,997.284,-23.4705,9.73321,1002,-100.549,99.6535,-6.23866,141.703,0.282109,-0.999977,-0.00530437,0.0038306,-0.00192517,0.0697495
Basler_acA2040-35gm__23324651__20250619_163457187_0038.tiff,-125.557,107.903,997.343,-23.4636,9.73363,1002.06,-100.549,99.6671,-6.23302,141.713,0.291563,-0.999976,-0.00501981,0.00440373,-0.00191229,0.0799869
Basler_acA2040-35gm__23324651__20250619_163457187_0039.tiff,-125.557,107.903,997.343,-23.4636,9.73363,1002.06,-100.549,99.6671,-6.23302,141.713,0.291563,-0.999976,-0.00501981,0.00440373,-0.00191229,0.0715936
Basler_acA2040-35gm__23324651__20250619_163457187_0040.tiff,-125.547,107.9,997.352,-23.4505,9.72934,1002.06,-100.546,99.6747,-6.22358,141.716,0.294368,-0.999975,-0.00539439,0.00420283,-0.00189717,0.075392
Basler_acA2040-35gm__23324651__20250619_163457187_0041.tiff,-125.54,107.899,997.29,-23.4519,9.73648,1002.08,-100.545,99.6666,-6.16072,141.707,0.285251,-0.999979,-0.0047525,0.00393107,-0.00188668,0.0771701
Basler_acA2040-35gm__23324651__20250619_163457187_0042.tiff,-125.54,107.899,997.29,-23.4519,9.73648,1002.08,-100.545,99.6666,-6.16072,141.707,0.285251,-0.999979,-0.0047525,0.00393107,-0.00188668,0.094941
Basler_acA2040-35gm__23324651__20250619_163457187_0043.tiff,-125.538,107.897,997.325,-23.444,9.72801,1002.04,-100.54,99.6858,-6.09417,141.714,0.292149,-0.999972,-0.00597761,0.00409507,-0.0018615,0.0843573
Basler_acA2040-35gm__23324651__20250619_163457187_0044.tiff,-125.538,107.897,997.325,-23.444,9.72801,1002.04,-100.54,99.6858,-6.09417,141.714,0.292149,-0.999972,-0.00597761,0.00409507,-0.0018615,0.0684738
Basler_acA2040-35gm__23324651__20250619_163457187_0045.tiff,-125.539,107.895,997.309,-23.4457,9.73132,1002.03,-100.55,99.6606,-6.23659,141.709,0.287778,-0.999977,-0.00512209,0.00390131,-0.00189708,0.0744007
Basler_acA2040-35gm__23324651__20250619_163457187_0046.tiff,-125.542,107.899,997.327,-23.4523,9.73273,1002.1,-100.544,99.6625,-6.33088,141.71,0.288611,-0.999974,-0.00497875,0.00475753,-0.00192601,0.0761358
Basler_acA2040-35gm__23324651__20250619_163457187_0047.tiff,-125.554,107.9,997.29,-23.4694,9.73428,1002.02,-100.537,99.6646,-6.27266,141.704,0.282745,-0.999973,-0.00569408,0.00414301,-0.00189843,0.0689937
Basler_acA2040-35gm__23324651__20250619_163457187_0048.tiff,-125.558,107.894,997.274,-23.4751,9.73078,1002.06,-100.544,99.6647,-6.12723,141.703,0.281804,-0.999978,-0.00495217,0.00388032,-0.0019093,0.0762064
